category,old_name,new_name,title,description,media_type
beach,20260708_163653.jpg,glitter-path-on-open-water.jpg,Glitter path,"The sun burning through broken cloud over open ocean, throwing a wide field of glitter across the dark swell below.",image
beach,20260709_084248.jpg,night-heron-on-the-rocks.jpg,Night heron,"A yellow-crowned night heron picking its way along a weed-covered rock shelf at the water's edge.",image
beach,20260709_084256.jpg,rocky-cove-under-blue-sky.jpg,Rocky cove,"A small sandy cove enclosed by a low rock spur, palms leaning in from the right under a deep blue sky.",image
beach,20260709_095144.jpg,lawn-above-the-blue-water.jpg,Lawn above the water,"Clipped lawn and broad-crowned trees on a low bluff above a rocky shore, deep blue ocean running flat to the horizon.",image
beach,dji_export_20260709_143440_1783625680720_editor.mp4,over-the-reef-shallows.mp4,Over the reef shallows,"A snorkel-level drift over patchy reef in clear blue water, sergeant majors moving through the coral heads below.",video
beach,dji_export_20260709_144052_1783626052100_editor.mp4,sergeant-majors-on-the-reef.mp4,Sergeant majors,"Striped sergeant majors hanging over a broken reef floor, a snorkeler passing along the surface above.",video
beach,dji_export_20260709_145241_1783626761670_editor.mp4,coral-heads-in-clear-water.mp4,Coral heads,"A slow pass across scattered coral heads and pale sand, small fish scattering as the camera moves over them.",video
beach,dji_export_20260709_145718_1783627038927_editor.mp4,looking-down-on-the-reef.mp4,Looking down on the reef,"A downward view tracking across textured reef and rubble, light rippling over the bottom in shifting bands.",video
beach,dji_export_20260709_150217_1783627337343_editor.mp4,reef-floor-in-close.mp4,Reef floor,"A close, slow drift directly above the reef floor, algae and coral texture filling the whole frame.",video
beach,dji_export_20260709_150521_1783627521727_editor.mp4,diving-down-to-the-reef.mp4,Diving down,"A free-diver in fins descending toward the reef, trailing bubbles as the seabed opens out below.",video
beach,dji_export_20260709_151011_1783627811607_editor.mp4,reef-texture-from-above.mp4,Reef texture,"An overhead drift across dense reef growth, dark coral and pale sand alternating beneath the surface light.",video
beach,dji_export_20260709_152216_1783628536025_editor.mp4,sunlight-across-the-shallow-reef.mp4,Sunlight across the reef,"Surface light playing over a shallow reef shelf, the water shifting from green to blue as the camera moves.",video
beach,dji_export_20260709_152441_1783628681920_editor.mp4,drifting-over-the-rubble.mp4,Drifting over the rubble,"A steady drift above broken coral rubble and sand, occasional fish moving in and out of the frame.",video
beach,dji_export_20260709_153544_1783629344785_editor.mp4,reef-and-open-blue.mp4,Reef and open blue,"The reef falling away into open blue water, coral heads standing out against the deeper channel beyond.",video
beach,dji_mimo_20260708_153044_0_1783626964812_video.mp4,snorkelling-the-shallow-reef.mp4,Snorkelling the reef,"A handheld snorkel pass over a shallow reef, the seabed rising and falling as the swell carries the camera.",video
beach,dji_mimo_20260708_153336_0_1783626854717_photo.jpg,reef-from-directly-above.jpg,Reef from above,"A vertical frame looking straight down through clear blue water onto a mottled reef of coral and pale sand.",image
beach,dji_mimo_20260708_153418_0_1783626540310_slowmotion.mp4,slow-drift-across-the-coral.mp4,Slow drift,"A slow-motion drift across coral heads in bright blue water, small striped fish holding station over the reef.",video
beach,dji_mimo_20260708_153544_0_1783625794159_photo.jpg,reef-below-the-surface.jpg,Reef below the surface,"A wide underwater view of a reef in clear blue water, the mirrored surface overhead and a snorkeler at the top right.",image
