category,old_name,new_name,title,description,media_type
nature,20250708_112630.jpg,lily-pads-at-the-sawgrass-edge.jpg,At the sawgrass edge,"A dense mat of lily pads pressed against a wall of sawgrass, dark water rippling in the foreground.",image
nature,20250708_113359.jpg,channel-through-the-lily-pads.jpg,Channel through the pads,"An open channel of dark water winding between banks of sawgrass and floating lily pads under building cumulus.",image
nature,20250708_113401.jpg,lily-pad-field-under-cumulus.jpg,Lily pad field,"A broad field of lily pads spreading across still, dark water, bright cumulus stacked above the sawgrass horizon.",image
nature,20250708_114023.jpg,mangrove-roots-along-the-bank.jpg,Roots along the bank,"A dense row of trees on a low bank, their pale buttressed roots gripping the exposed shoreline above brown water.",image
nature,20250708_114445.mp4,gliding-through-the-lily-pads.mp4,Gliding through the pads,"A low, water-level glide alongside dense lily pads and sawgrass, the wake rolling the leaves as the bank slides past.",video
nature,20250708_114944.jpg,airboat-on-the-open-channel.jpg,Airboat on the channel,"An airboat sitting far off on a wide channel, sawgrass banks running away on both sides beneath tall summer cloud.",image
nature,20250814_164125.jpg,lake-below-the-footbridge.jpg,Below the footbridge,"A summer lake with a low footbridge crossing at the far end, heavy green woods on both banks and grass leaning in from the near shore.",image
nature,20250814_164133.jpg,reeds-at-the-lake-edge.jpg,Reeds at the lake edge,"Tall reeds and broad green leaves crowding the near bank of a wooded lake, the footbridge just visible across the water.",image
nature,20250814_165710.jpg,sun-over-the-quiet-lake.jpg,Sun over the lake,"The sun high and flaring over a calm lake, a grassy bank and stand of reeds in the foreground and low wooded hills beyond.",image
nature,20251106_152203.jpg,autumn-river-over-the-ledges.jpg,Autumn river,"A river running fast over flat rock ledges between banks of yellow autumn foliage, the water catching the low sun upstream.",image
nature,20251122_142615.jpg,canyon-layers-in-red-and-grey.jpg,Canyon layers,"Stacked bands of red and grey rock stepping down into the canyon, a green-topped promontory jutting into the middle distance.",image
nature,20251122_143452.jpg,canyon-rim-under-heavy-cloud.jpg,Canyon rim,"A wide view across the canyon under flat grey cloud, terraces receding in cooling shades of rust and slate.",image
nature,20251122_152432.jpg,canyon-depths-under-overcast.jpg,Canyon depths,"Deeply eroded canyon walls dropping away under heavy overcast, red rock at the near rim giving way to grey layers below.",image
nature,20251122_152747.jpg,red-rock-foreground-over-the-canyon.jpg,Red rock rim,"Broken red boulders and dry scrub along the rim, the banded canyon opening out beyond under a pale, clouded sky.",image
nature,20251122_152854.jpg,the-river-far-below.jpg,The river far below,"The Colorado threading in a thin brown line through the canyon floor, layered cliffs stepping down toward it from the red rim.",image
nature,20251122_153054.jpg,colorado-river-through-the-canyon.jpg,Colorado through the canyon,"The river winding between sheer banded walls, folded grey strata filling the middle of the frame below a red rock foreground.",image
nature,20251122_154626.jpg,canyon-panorama-under-grey-sky.jpg,Canyon panorama,"A broad panorama of the canyon under thick grey cloud, distant blue ranges just visible past the far rim.",image
nature,20260216_124725.jpg,mountain-stream-in-late-winter.jpg,Mountain stream,"A mountain stream running white over rounded boulders, bare winter trees above and dark evergreen shrub crowding the far bank.",image
nature,20260216_125929.jpg,ice-curtain-under-the-rhododendron.jpg,Ice curtain,"A rock face sheathed in thick ice and hanging icicles, rhododendron leaves drooping over the ledge above.",image
nature,20260216_130104.jpg,icicles-along-the-rock-ledge.jpg,Icicles along the ledge,"A long run of icicles hanging from a mossy rock ledge, the frozen flow spreading out in pale sheets across the ground below.",image
nature,20260216_132529.jpg,blue-ridges-in-winter-haze.jpg,Blue ridges,"Ridge behind ridge fading into winter haze, a bare pale snag standing in the near frame against the layered blue distance.",image
nature,20260413_182816.jpg,red-moss-basin-on-the-granite.jpg,Red moss basin,"A shallow basin in a granite outcrop filled with vivid red moss, the bare rock stretching away to a low green treeline.",image
nature,20260420_181907.jpg,sandbar-on-the-shoals.jpg,Sandbar on the shoals,"A curving sandbar along a shallow river running over wide rock shoals, sun flaring through trees at the left edge.",image
nature,20260513_184704.jpg,inuksuk-on-the-granite.jpg,Inuksuk,"A balanced stone figure with outstretched arms standing on bare granite, the horizon of trees running low behind it.",image
nature,20260513_190725.jpg,rain-pool-on-the-outcrop.jpg,Rain pool,"A shallow rain pool held in a hollow of the granite outcrop, pale lichen ringing its edge and low sun raking the rock.",image
